Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City
412316865044,944,57443,88061,2024-06-05T09:57:29.000Z,3,3479,SuspiciousActivity,,BenignPositive,,,Url,Related,98799,138268,360606,0,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
163208761028,72,242,490629,2024-06-04T15:52:25.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,66,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,14,25,31
257698041945,10,2142,178,2024-05-23T01:38:52.000Z,12,52,Impact,,TruePositive,,,Ip,Related,98799,138268,141,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1666447311459,93,9,0,2024-06-12T01:27:49.000Z,27,18,Discovery,T1087;T1087.002,FalsePositive,,,User,Impacted,98799,138268,360606,160396,273896,673934,425863,278346,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Suspicious,5,66,,,,242,1445,10630
163208760649,2,21435,6708,2024-06-03T05:50:36.000Z,18,14,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,7,425863,453297,153085,8883,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1185410975372,7,1572,266,2024-05-24T02:55:49.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,29468,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1348619731301,64,70475,14380,2024-05-24T08:27:03.000Z,1420,105,Exfiltration,T1030,BenignPositive,,,Url,Related,98799,138268,360606,35086,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
240518173476,4,2551,443,2024-05-25T05:12:39.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,487,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1606317770555,185,1305,117,2024-05-22T18:07:49.000Z,128,663,CommandAndControl,T1568;T1573;T1008,FalsePositive,,,Url,Related,98799,138268,360606,41887,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1133871369910,3,83200,202927,2024-06-13T09:33:32.000Z,3,164,UnwantedSoftware,,BenignPositive,,,Url,Related,98799,138268,360606,17,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
77309415380,108,106838,221674,2024-06-12T05:10:25.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,15945,15813,15272,17306,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
807453853692,49,188657,706543,2024-06-07T15:41:39.000Z,2,2,CommandAndControl,,TruePositive,,,Machine,Impacted,14278,138268,360606,160396,441377,673934,425863,453297,19659,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
455266535146,0,1269,512051,2024-06-02T18:33:01.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,2182,2899,2199,2305,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
214748368522,148,4359,188059,2024-06-14T23:34:28.000Z,9,74,Execution,,TruePositive,,,File,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,36683,117668,3586,,,5,66,,,,242,1445,10630
850403526364,429,29543,568749,2024-06-07T19:13:06.000Z,5,225,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,138268,7790,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630
962072677387,124,94376,347013,2024-06-12T09:24:18.000Z,9,64,Execution,,FalsePositive,,,File,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,71,117668,3586,,,5,66,,,,242,1445,10630
438086668241,20,1272,113,2024-05-31T04:15:57.000Z,79,423,Impact,,BenignPositive,,,Ip,Related,98799,138268,2990,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1331439865697,12,1566,1310,2024-06-01T12:36:26.000Z,16,146,Impact,,BenignPositive,,,Ip,Related,98799,138268,3921,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
781684048498,17,56607,46898,2024-06-07T14:16:27.000Z,20,988,Exfiltration,,FalsePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,166,147,3586,,,5,66,,,,242,1445,10630
901943133205,56,277991,484218,2024-06-07T05:04:50.000Z,261,251,LateralMovement,T1550;T1550.003,FalsePositive,,,User,Impacted,98799,138268,360606,160396,384993,596279,317460,406973,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Suspicious,5,66,,,,242,1445,10630
523986011556,911,138617,732711,2024-06-14T19:45:05.000Z,36,1021,SuspiciousActivity,,FalsePositive,,,Url,Related,98799,138268,360606,45723,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1597727835819,84,229,22087,2024-06-05T12:48:36.000Z,68,413,Exfiltration,,TruePositive,,,File,Impacted,98799,520,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,576,465,3586,,,5,66,,,,242,1445,10630
8589939525,4,202,436,2024-05-25T16:22:53.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,234,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1022202218101,1,376,125798,2024-06-04T13:21:52.000Z,14,12,CredentialAccess,T1110;T1110.003;T1110.001,TruePositive,,,Ip,Related,98799,138268,27,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,31,6,3
292057780552,281,62526,226088,2024-06-12T15:38:21.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,24460,425863,453297,153085,85647,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630
1683627184024,57,19967,35824,2024-06-06T09:36:26.000Z,46,15132,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,31820,10281,3586,,,5,66,,,,242,1445,10630
523986011801,1,481,498736,2024-06-06T21:23:52.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,38,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,1,0,0
206158432163,3599,67203,952606,2024-06-03T22:39:52.000Z,19,15,InitialAccess,,FalsePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1340029799302,55,12483,68220,2024-06-10T01:39:41.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,47038,41655,44544,47050,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1030792152745,7,156,209,2024-05-24T06:57:56.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,1522,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1039382085632,25,216,78327,2024-06-03T09:07:14.000Z,30,22809,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,85835,425863,453297,153085,14625,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
979252548043,9,201,210656,2024-06-14T00:41:06.000Z,94,34361,Exfiltration,,BenignPositive,,,Ip,Related,98799,138268,96,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
712964574398,928,58254,1535702,2024-05-31T01:04:03.000Z,195,168,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,58652,106983,58386,67134,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Compromised,5,66,,,Suspicious,242,1445,10630
42949674613,7,2930,594,2024-05-26T12:47:27.000Z,21,825,Impact,,FalsePositive,,,Ip,Related,98799,138268,2525,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1614907706843,2,7257,5804,2024-06-10T07:52:16.000Z,15,13,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,31811,8318,3586,,,5,66,,,,242,1445,10630
1709396985490,26,1583,803618,2024-06-12T17:00:16.000Z,2480,7575,SuspiciousActivity,,BenignPositive,,,Process,Related,98799,78,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,7,0,3586,,,5,66,,,,242,1445,10630
841813593546,681,9850,130646,2024-06-06T10:56:25.000Z,107,812,DefenseEvasion,,FalsePositive,,,File,Related,98799,4377,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,AskToolbar,5123,101871,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1108101566487,24,467019,569773,2024-06-07T21:29:15.000Z,5,21,SuspiciousActivity,,TruePositive,,,Ip,Related,98799,138268,4530,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630
1288490192757,14,550,1153448,2024-06-09T19:07:18.000Z,169,138,SuspiciousActivity,T1595,BenignPositive,,,User,Impacted,98799,138268,360606,160396,36,673934,425863,39,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
455266535024,1,41,997266,2024-06-10T05:40:21.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,5550,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,3,20
858993463216,20,1694,1513,2024-06-01T19:02:43.000Z,59,10,Impact,,BenignPositive,,,Ip,Related,98799,138268,836,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1563368096334,837,507331,1176646,2024-06-06T08:04:56.000Z,19,15,InitialAccess,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,198790,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
601295424398,50,0,319591,2024-06-15T06:25:50.000Z,7,6,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,57394,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,53,93,93
695784703583,400,3945,631034,2024-06-03T19:59:59.000Z,407,431,Execution,T1053;T1176,BenignPositive,,,Machine,Impacted,133,138268,360606,160396,441377,673934,425863,453297,865,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,2,3,,Suspicious,Suspicious,242,1445,10630
850403524934,379,700,2262,2024-06-05T19:28:29.000Z,28,19,InitialAccess,T1566,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,41373,425863,453297,153085,18300,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,NoThreatsFound,242,1445,10630
34359740655,13,275205,652942,2024-06-06T15:03:36.000Z,288,34940,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,186726,425863,453297,153085,41490,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
962072675584,480,141715,649444,2024-06-05T18:35:27.000Z,1375,45438,Exfiltration,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,198314,205452,198438,51540,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
910533070873,24,65820,42105,2024-06-09T07:38:39.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,16693,425863,453297,153085,152000,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1357209666147,17,36028,27955,2024-06-04T15:50:33.000Z,20,2355,Exfiltration,,FalsePositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1708,1274,3586,,,5,66,,,,242,1445,10630
1623497643022,200,111072,678711,2024-06-05T15:08:11.000Z,261,251,LateralMovement,T1550;T1550.003,FalsePositive,,,Machine,Related,98799,138268,360606,160396,441377,673934,425863,453297,19170,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1176821043239,20,1979,1474,2024-05-27T00:28:20.000Z,79,89,Impact,,FalsePositive,,,Ip,Related,98799,138268,321,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1374389536545,0,267,182782,2024-06-08T09:08:39.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1554778163795,40,272452,684528,2024-06-03T10:08:50.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,951,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1133871366178,6,1590,1255,2024-05-26T00:05:07.000Z,17,58,Impact,,BenignPositive,,,Ip,Related,98799,138268,833,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
523986010705,58,819,218872,2024-06-04T20:25:42.000Z,11,9,InitialAccess,T1566,FalsePositive,,,User,Impacted,98799,138268,360606,160396,31982,33297,32266,27617,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
816043789908,3632,85000,957256,2024-06-12T14:21:05.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,138268,164486,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,6,19,693
128849020179,44,14631,5176,2024-06-12T00:23:04.000Z,50,36,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,557,425863,453297,153085,152364,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1073741828573,607,597,1675,2024-06-10T21:09:48.000Z,127,108,SuspiciousActivity,T1586,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,262700,425863,453297,153085,170,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
403726926269,79,747,207697,2024-06-14T03:21:44.000Z,56,40,CredentialAccess,T1003;T1012;T1552.002,FalsePositive,,,RegistryKey,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,0,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
25769805405,1,529,73023,2024-06-03T14:34:34.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1632087575950,534,25045,1053730,2024-06-05T06:46:07.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,User,Impacted,98799,138268,360606,160396,10910,16855,10691,11621,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1279900255007,494,54333,50490,2024-06-09T02:19:05.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,42668,40318,43135,50231,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
8589935858,448,114254,894793,2024-06-04T07:20:28.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,138268,230241,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,25,535,9691
1692217119134,53,1121,1297,2024-06-09T07:39:56.000Z,177,141,InitialAccess,T1190,FalsePositive,,,Ip,Related,98799,138268,233133,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1554778163817,40,41703,129582,2024-06-10T21:17:48.000Z,36,100,CredentialAccess,,BenignPositive,,,Process,Related,98799,1,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
798863918346,215,98854,139464,2024-06-09T00:19:51.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,124212,425863,453297,153085,110783,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1468878818720,2,3528,3295,2024-06-04T15:36:47.000Z,18,14,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,5,425863,453297,153085,18572,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
214748367509,8,9176,110063,2024-06-13T01:04:01.000Z,3,4,SuspiciousActivity,,TruePositive,,,Machine,Impacted,21,138268,360606,160396,441377,673934,425863,453297,26,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
163208761028,72,242,1034823,2024-06-04T12:43:58.000Z,4,3,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,108937,193611,118284,118147,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1331439863612,0,89,976630,2024-06-08T01:18:42.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,1426,1958,1427,1511,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1245540520650,91,628,211818,2024-06-04T02:13:22.000Z,886,13536,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,12098,8095,3586,,,5,66,,,,242,1445,10630
377957122554,77,111425,95641,2024-06-14T11:13:23.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,129853,425863,453297,153085,175187,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
188978565640,155,59,951722,2024-06-10T04:24:18.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
352187322539,30,245383,479126,2024-06-06T20:39:25.000Z,37,55717,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,397751,425863,453297,153085,501307,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
137438956859,2,13686,4238,2024-06-06T10:39:17.000Z,15,13,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,10,425863,453297,153085,17940,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1563368098444,8,114109,158845,2024-06-10T00:27:47.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,User,Impacted,98799,138268,360606,160396,8217,6023,8228,8510,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
867583397937,24,161102,223654,2024-06-09T20:33:23.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1211180779269,84,143312,44286,2024-06-05T14:26:34.000Z,68,3656,Exfiltration,,TruePositive,,,Ip,Related,98799,138268,85413,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1279900254810,1449,16924,1563309,2024-06-11T18:47:53.000Z,5,278,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,7,7,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1013612285326,2,34948,9803,2024-06-04T20:49:30.000Z,42,27,Exfiltration,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,14074,4133,13944,15155,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
420906796303,117,71,901940,2024-06-06T03:50:35.000Z,19,15,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,6007,8564,6010,6415,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
163208758858,21,162050,196166,2024-06-07T00:24:30.000Z,3,4,SuspiciousActivity,,BenignPositive,,,Url,Related,98799,138268,360606,1364,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1202590845283,48,445260,1476688,2024-06-05T00:54:41.000Z,645,863,InitialAccess,,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,243,176,235,270,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
532575946483,0,370,126001,2024-06-13T17:51:08.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1228360649110,5,306,103765,2024-06-05T08:27:52.000Z,4,3,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1159641172432,5,10916,104721,2024-06-10T18:52:44.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1374389535823,125,53703,44363,2024-06-11T14:04:44.000Z,313,8298,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,237766,425863,453297,153085,3988,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1271310320953,623,24940,67679,2024-06-15T03:34:15.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,271540,425863,453297,153085,356247,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1468878817949,8,18814,607295,2024-06-05T00:14:35.000Z,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,1143,1567,1141,1206,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1056561956622,0,90,1346782,2024-06-07T07:38:28.000Z,14,12,CredentialAccess,T1110;T1110.003;T1110.001,TruePositive,,,Ip,Related,98799,138268,14,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,14,32,30
1511828492912,616,30164,67931,2024-06-05T11:09:52.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,66589,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630
163208757385,11,402828,982637,2024-06-04T10:39:02.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1614907705411,49,291700,739616,2024-06-04T15:50:03.000Z,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,138268,360606,21,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
987842481148,55,59179,36656,2024-06-16T23:43:45.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Url,Related,98799,138268,360606,38678,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
764504179004,1389,27643,80486,2024-06-10T22:05:19.000Z,6,5,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,11384,8743,11411,12125,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630
137438954088,17,309937,32524,2024-06-06T17:21:54.000Z,20,13750,Exfiltration,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,338,452,330,363,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1503238558079,92,82262,765013,2024-06-03T02:47:20.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,28,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
188978565673,9,281,23689,2024-06-14T09:26:07.000Z,77,10623,Exfiltration,,BenignPositive,,,File,Impacted,98799,17544,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,50875,3122,3586,,,5,66,,,,242,1445,10630
326417516448,131,68773,1018527,2024-06-05T05:26:51.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,138268,166720,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,20,20,22
1348619733421,5,42,412021,2024-06-11T07:02:35.000Z,4,3,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
